well,cluster,is_outlier,start_date
25-065-21494-00-00,0,False,1986-01-31
25-065-21588-00-00,1,False,2003-03-31
25-065-21615-00-00,1,False,1986-01-31
25-065-21627-00-00,0,False,2001-09-30
25-065-21628-00-00,1,False,1986-06-30
25-065-21637-00-00,1,False,1986-01-31
25-065-21673-00-00,0,False,1986-01-31
25-065-21758-00-00,0,False,2024-06-30
25-065-21774-00-00,0,False,1986-01-31
25-065-21775-00-00,0,False,1986-01-31
25-065-21807-00-00,0,False,1986-01-31
25-065-21839-00-00,0,False,1986-01-31
25-065-21841-00-00,0,False,1986-01-31
25-069-21025-00-00,0,False,1986-01-31
25-069-21072-00-00,0,False,1986-07-31
25-069-21108-00-00,1,False,1986-01-31
25-069-21116-00-00,1,False,2007-03-31
25-069-21119-00-00,0,False,1986-01-31
25-069-21120-00-00,0,False,1986-01-31
25-069-21121-00-00,0,False,1986-01-31
25-069-21124-00-00,1,False,1986-01-31
25-069-21129-00-00,0,False,1986-01-31
25-069-21138-00-00,1,False,1986-01-31
25-069-60079-00-00,0,False,1986-01-31
25-069-60121-00-00,1,False,1987-11-30
25-073-05008-00-00,1,True,1986-01-31
25-073-05080-00-00,0,False,1986-01-31
25-073-05111-00-00,0,False,2014-02-28
25-073-05112-00-00,0,False,2024-07-31
25-073-05115-00-00,1,True,1986-01-31
25-073-05116-00-00,1,False,1986-01-31
25-073-05125-00-00,0,False,1986-01-31
25-073-05134-00-00,1,True,1986-01-31
25-073-05136-00-00,1,False,1988-06-30
25-073-05146-00-00,1,False,1986-01-31
25-073-05147-00-00,0,False,1986-01-31
25-073-05157-00-00,0,False,1986-01-31
25-073-05163-00-00,0,False,1991-01-31
25-073-05166-00-00,0,False,1993-11-30
25-073-05175-00-00,0,False,1986-01-31
25-073-05176-00-00,0,False,1987-01-31
25-073-05183-00-00,0,False,1986-01-31
25-073-05190-00-00,0,False,1986-01-31
25-073-05191-00-00,1,False,1986-01-31
25-073-05192-00-00,1,False,1986-01-31
25-073-05193-00-00,1,False,1986-01-31
25-073-05194-00-00,0,False,1986-01-31
25-073-05198-00-00,0,False,1986-01-31
25-073-05200-00-00,1,False,1986-01-31
25-073-05201-00-00,1,False,1986-01-31
25-073-05209-00-00,1,False,1986-01-31
25-073-05216-00-00,0,False,1986-01-31
25-073-05220-00-00,1,False,1986-01-31
25-073-05221-00-00,1,False,1986-01-31
25-073-05224-00-00,1,False,1986-01-31
25-073-05225-00-00,1,False,1986-01-31
25-073-05226-00-00,1,False,1986-01-31
25-073-05227-00-00,0,False,1986-01-31
25-073-05229-00-00,1,False,1986-01-31
25-073-05235-00-00,0,False,1986-01-31
25-073-05237-00-00,1,False,1986-01-31
25-073-05238-00-00,0,False,1986-01-31
25-073-05245-00-00,0,False,1986-01-31
25-073-05246-00-00,1,False,1986-01-31
25-073-05250-00-00,0,False,1986-01-31
25-073-05251-00-00,1,False,1986-01-31
25-073-05252-00-00,0,False,1986-01-31
25-073-05255-00-00,0,False,1986-01-31
25-073-05258-00-00,0,False,1986-01-31
25-073-05259-00-00,1,False,1986-01-31
25-073-05262-00-00,1,False,1986-01-31
25-073-05264-00-00,0,False,1986-12-31
25-073-05267-00-00,1,False,1986-03-31
25-073-05271-00-00,0,False,1986-01-31
25-073-05272-00-00,1,False,1986-12-31
25-073-05273-00-00,0,False,1986-01-31
25-073-05274-00-00,1,False,1987-07-31
25-073-05280-00-00,0,False,1988-02-29
25-073-05285-00-00,0,False,1988-03-31
25-073-05286-00-00,1,True,1993-08-31
25-073-05290-00-00,1,False,1998-10-31
25-073-05292-00-00,0,False,2001-06-30
25-073-05294-00-00,0,False,2013-04-30
25-073-05295-00-00,1,False,2009-08-31
25-073-05308-00-00,0,False,1986-01-31
25-073-05311-00-00,0,False,1986-01-31
25-073-05313-00-00,0,False,1986-02-28
25-073-05323-00-00,1,True,1986-01-31
25-073-05325-00-00,1,True,1986-01-31
25-073-05329-00-00,1,True,1986-01-31
25-073-05333-00-00,1,True,1991-01-31
25-073-05334-00-00,1,True,1986-01-31
25-073-05367-00-00,0,False,1986-01-31
25-073-05573-00-00,0,False,1986-10-31
25-073-07021-00-00,1,True,1986-06-30
25-073-07023-00-00,0,False,2008-01-31
25-073-21058-00-00,1,False,2008-03-31
25-073-21115-00-00,1,False,1986-01-31
25-073-21134-00-00,1,False,1986-01-31
25-073-21136-00-00,1,False,1986-01-31
25-073-21172-00-00,0,False,1986-01-31
25-073-21195-00-00,0,False,1986-02-28
25-073-21225-00-00,1,False,1986-01-31
25-073-21325-00-00,1,False,1986-01-31
25-073-21372-00-00,0,False,1986-01-31
25-073-21398-00-00,0,False,1986-01-31
25-073-21434-00-00,1,True,1986-01-31
25-073-21445-00-00,0,False,1986-01-31
25-073-21462-00-00,0,False,1991-01-31
25-073-21481-00-00,0,False,1986-01-31
25-073-21482-00-00,0,False,1986-01-31
25-073-21488-00-00,0,False,1986-01-31
25-073-21500-00-00,0,False,1986-01-31
25-073-21503-00-00,0,False,1986-01-31
25-073-21512-00-00,0,False,1986-01-31
25-073-21521-00-00,1,False,1986-01-31
25-073-21522-00-00,1,False,1986-01-31
25-073-21535-00-00,1,False,1986-01-31
25-073-21546-00-00,1,False,1986-01-31
25-073-21552-00-00,1,False,1986-01-31
25-073-21557-00-00,0,False,1986-01-31
25-073-21558-00-00,0,False,1986-01-31
25-073-21578-00-00,0,False,1986-01-31
25-073-21581-00-00,0,False,1986-01-31
25-073-21584-00-00,0,False,1986-01-31
25-073-21585-00-00,0,False,1986-01-31
25-073-21587-00-00,0,False,1986-01-31
25-073-21618-00-00,0,False,1986-01-31
25-073-21622-00-00,1,False,1986-01-31
25-073-21638-00-00,1,False,1986-01-31
25-073-21668-00-00,0,False,1986-01-31
25-073-21669-00-00,0,False,1986-01-31
25-073-21670-00-00,0,False,1986-01-31
25-073-21680-00-00,1,False,1988-04-30
25-073-21772-00-00,1,False,1986-01-31
25-073-21855-00-00,1,True,1986-01-31
25-073-60001-00-00,1,True,1986-01-31
25-073-60015-00-00,1,False,1986-01-31
25-073-60054-00-00,1,False,1986-01-31
25-075-21025-00-00,1,False,1986-01-31
25-075-21038-00-00,0,False,1986-01-31
25-075-21052-00-00,0,False,1986-01-31
25-075-21083-00-00,1,True,1986-01-31
25-075-21105-00-00,0,False,1986-01-31
25-075-21115-00-00,0,False,1986-01-31
25-075-21124-00-00,0,False,1986-01-31
25-075-21127-00-00,1,False,1986-01-31
25-075-21130-00-00,1,False,1986-01-31
25-075-21131-00-00,1,False,1986-01-31
25-075-21133-00-00,0,False,1988-04-30
25-075-21141-00-00,1,False,1986-01-31
25-075-21155-00-00,0,False,1986-01-31
25-075-21161-00-00,0,False,1986-01-31
25-075-21228-00-00,0,False,1986-01-31
25-075-21297-00-00,0,False,1986-01-31
25-075-21299-00-00,0,False,1986-01-31
25-075-21303-00-00,0,False,1986-01-31
25-075-21340-00-00,1,False,1986-01-31
25-075-21367-00-00,1,False,1986-01-31
25-075-21399-00-00,0,False,1986-01-31
25-075-21417-00-00,0,False,1986-01-31
25-075-21431-00-00,1,False,1986-01-31
25-075-21452-00-00,0,False,1986-01-31
25-075-21480-00-00,0,False,1986-01-31
25-075-21641-00-00,0,False,1986-01-31
25-075-21642-00-00,0,False,1986-01-31
25-075-21659-00-00,1,True,1986-01-31
25-075-21670-00-00,0,False,1986-01-31
25-075-21735-00-00,0,False,1986-07-31
25-075-21783-00-00,0,False,1986-01-31
25-075-21789-00-00,0,False,1986-01-31
25-075-21795-00-00,1,False,1986-01-31
25-075-21808-00-00,0,False,1991-01-31
25-075-21820-00-00,1,False,1986-02-28
25-075-21970-00-00,1,False,1986-01-31
25-075-22022-00-00,0,False,1986-01-31
25-075-22078-00-00,1,False,1986-01-31
25-075-22087-00-00,1,False,1986-01-31
25-075-22115-00-00,0,False,1986-01-31
25-075-22117-00-00,0,False,1986-01-31
25-075-22437-00-00,0,False,1986-01-31
25-079-05013-00-00,0,False,1991-01-31
25-079-05091-00-00,1,False,1986-08-31
25-083-21008-00-00,0,False,1986-01-31
25-083-21013-00-00,0,False,1986-01-31
25-083-21016-00-00,1,True,1986-01-31
25-083-21018-00-00,0,False,1986-08-31
25-083-21024-00-00,1,False,1986-07-31
25-083-21031-00-00,1,False,1986-07-31
25-083-21034-00-00,0,False,1986-01-31
25-083-21035-00-00,0,False,1986-01-31
25-083-21051-00-00,0,False,1986-01-31
25-083-21060-00-00,0,False,1986-01-31
25-083-21080-00-00,1,False,1991-01-31
25-083-21084-00-00,0,False,1986-01-31
25-083-21101-00-00,0,False,1986-01-31
25-083-21112-00-00,1,False,1987-07-31
25-083-21119-00-00,0,False,1986-01-31
25-083-21141-00-00,1,False,1986-01-31
25-083-21143-00-00,0,False,1991-01-31
25-083-21148-00-00,0,False,1986-01-31
25-083-21153-00-00,0,False,1986-01-31
25-083-21161-00-00,1,False,1986-08-31
25-083-21174-00-00,0,False,1986-01-31
25-083-21181-00-00,1,False,1986-01-31
25-083-21185-00-00,0,False,1986-01-31
25-083-21194-00-00,0,False,1991-01-31
25-083-21206-00-00,0,False,1986-06-30
25-083-21209-00-00,1,False,1986-01-31
25-083-21211-00-00,0,False,1986-01-31
25-083-21215-00-00,0,False,1986-01-31
25-083-21220-00-00,0,False,1986-01-31
25-083-21222-00-00,0,False,1986-02-28
25-083-21225-00-00,0,False,2000-04-30
25-083-21244-00-00,0,False,2013-04-30
25-083-21248-00-00,0,False,1986-08-31
25-083-21273-00-00,0,False,1986-01-31
25-083-21275-00-00,1,False,1986-01-31
25-083-21280-00-00,0,False,1991-01-31
25-083-21281-00-00,0,False,1986-01-31
25-083-21284-00-00,0,False,1986-01-31
25-083-21290-00-00,0,False,1986-01-31
25-083-21292-00-00,0,False,1988-03-31
25-083-21302-00-00,0,False,1986-01-31
25-083-21303-00-00,0,False,1986-01-31
25-083-21305-00-00,0,False,2021-07-31
25-083-21306-00-00,0,False,1986-01-31
25-083-21308-00-00,0,False,1986-01-31
25-083-21328-00-00,1,False,1986-01-31
25-083-21329-00-00,0,False,1991-01-31
25-083-21344-00-00,1,False,1986-01-31
25-083-21346-00-00,1,True,1986-01-31
25-083-21350-00-00,0,False,1986-01-31
25-083-21368-00-00,1,False,1986-01-31
25-083-21372-00-00,0,False,1986-01-31
25-083-21409-00-00,1,False,1986-01-31
25-083-21420-00-00,0,False,1986-01-31
25-083-21445-00-00,1,False,1986-01-31
25-083-21449-00-00,0,False,1986-01-31
25-083-21460-00-00,0,False,2006-09-30
25-083-21468-00-00,1,False,1986-01-31
25-083-21490-00-00,0,False,1986-01-31
25-083-21492-00-00,1,False,1996-09-30
25-083-21494-00-00,0,False,1986-01-31
25-083-21502-00-00,0,False,1986-01-31
25-083-21514-00-00,0,False,1986-01-31
25-083-21533-00-00,0,False,1999-07-31
25-083-21536-00-00,1,False,1986-01-31
25-083-21540-00-00,0,False,1986-01-31
25-083-21541-00-00,1,False,1986-01-31
25-083-21571-00-00,1,False,2015-04-30
25-083-21580-00-00,0,False,1986-01-31
25-083-21581-00-00,0,False,1986-01-31
25-083-21582-00-00,1,False,1986-01-31
25-083-21588-00-00,0,False,1986-01-31
25-083-21591-00-00,0,False,1986-01-31
25-083-21594-00-00,0,False,1986-01-31
25-083-21597-00-00,0,False,1986-01-31
25-083-21609-00-00,0,False,1986-01-31
25-083-21613-00-00,0,False,1987-03-31
25-083-21622-00-00,0,False,1986-01-31
25-083-21623-00-00,0,False,2013-10-31
25-083-21624-00-00,0,False,2023-01-31
25-083-21636-00-00,0,False,1986-01-31
25-083-21644-00-00,1,False,1986-01-31
25-083-21646-00-00,1,False,1986-01-31
25-083-21648-00-00,0,False,1993-11-30
25-083-21655-00-00,1,True,1986-01-31
25-083-21656-00-00,0,False,1986-01-31
25-083-21666-00-00,1,False,1986-01-31
25-083-21683-00-00,1,False,1986-01-31
25-083-21690-00-00,0,False,1986-01-31
25-083-21693-00-00,0,False,1986-01-31
25-083-21702-00-00,0,False,1998-03-31
25-083-21703-00-00,0,False,2000-01-31
25-083-21717-00-00,0,False,1986-01-31
25-083-21722-00-00,0,False,1986-01-31
25-083-21724-00-00,0,False,1986-01-31
25-083-21731-00-00,0,False,1986-01-31
25-083-21732-00-00,0,False,1986-01-31
25-083-21751-00-00,0,False,1986-01-31
25-083-21756-00-00,0,False,1986-01-31
25-083-21758-00-00,0,False,1986-01-31
25-083-21763-00-00,0,False,1986-01-31
25-083-21769-00-00,0,False,1986-05-31
25-083-21780-00-00,0,False,1986-01-31
25-083-21785-00-00,0,False,1986-01-31
25-083-21791-00-00,0,False,1986-01-31
25-083-21793-00-00,0,False,1986-01-31
25-083-21794-00-00,0,False,1986-01-31
25-083-21803-00-00,1,False,1986-01-31
25-083-21806-00-00,0,False,1986-01-31
25-083-21809-00-00,0,False,1986-01-31
25-083-21814-00-00,0,False,1986-02-28
25-083-21818-00-00,0,False,1986-01-31
25-083-21820-00-00,0,False,1986-01-31
25-083-21823-00-00,0,False,1986-01-31
25-083-21849-00-00,0,False,1986-01-31
25-083-21852-00-00,0,False,1986-01-31
25-083-21863-00-00,0,False,1986-01-31
25-083-21864-00-00,0,False,1986-01-31
25-083-21873-00-00,0,False,1986-01-31
25-083-21875-00-00,0,False,1986-04-30
25-083-21878-00-00,1,False,1986-01-31
25-083-21879-00-00,0,False,1986-01-31
25-083-21880-00-00,0,False,1986-01-31
25-083-21881-00-00,0,False,1986-01-31
25-083-21883-00-00,0,False,1986-01-31
25-083-21885-00-00,0,False,1986-01-31
25-083-21888-00-00,0,False,1986-01-31
25-083-21889-00-00,0,False,1986-01-31
25-083-21890-00-00,1,False,1986-01-31
25-083-21892-00-00,0,False,1986-01-31
25-083-21894-00-00,0,False,1986-01-31
25-083-21896-00-00,0,False,1986-01-31
25-083-21897-00-00,0,False,1986-01-31
25-083-21899-00-00,0,False,1986-01-31
25-083-21903-00-00,0,False,1986-01-31
25-083-21904-00-00,0,False,1986-01-31
25-083-21907-00-00,0,False,1986-01-31
25-083-21909-00-00,1,False,1986-01-31
25-083-21910-00-00,0,False,1986-01-31
25-083-21911-00-00,0,False,1986-01-31
25-083-21917-00-00,0,False,1986-01-31
25-083-21937-00-00,0,False,1986-01-31
25-083-21940-00-00,0,False,1986-01-31
25-083-21941-00-00,0,False,1986-06-30
25-083-21942-00-00,0,False,1986-08-31
25-083-21949-00-00,0,False,1986-01-31
25-083-21951-00-00,0,False,1986-01-31
25-083-21955-00-00,0,False,1986-01-31
25-083-21964-00-00,0,False,1986-01-31
25-083-21965-00-00,0,False,1986-01-31
25-083-21972-00-00,0,False,1987-01-31
25-083-21980-00-00,0,False,1986-01-31
25-083-21986-00-00,0,False,1986-01-31
25-083-22001-00-00,0,False,1986-01-31
25-083-22002-00-00,0,False,1986-01-31
25-083-22004-00-00,0,False,1986-01-31
25-083-22005-00-00,0,False,1986-01-31
25-083-22012-00-00,0,False,1986-01-31
25-083-22017-00-00,0,False,1986-01-31
25-083-22024-00-00,0,False,1986-01-31
25-083-22034-00-00,0,False,1986-01-31
25-083-22036-00-00,0,False,1986-01-31
25-083-22038-00-00,0,False,1986-01-31
25-083-22041-00-00,0,False,1986-01-31
25-083-22056-00-00,0,False,1986-01-31
25-083-22060-00-00,0,False,1986-01-31
25-083-22062-00-00,0,False,1986-01-31
25-083-22071-00-00,0,False,1986-01-31
25-083-22074-00-00,0,False,1986-01-31
25-083-22076-00-00,0,False,1986-01-31
25-083-22079-00-00,0,False,1986-01-31
25-083-22085-00-00,0,False,1986-01-31
25-083-22086-00-00,0,False,1986-01-31
25-083-22090-00-00,0,False,1986-01-31
25-083-22092-00-00,0,False,1986-01-31
25-083-22095-00-00,0,False,1986-01-31
25-083-22096-00-00,0,False,1989-02-28
25-083-22100-00-00,0,False,1997-04-30
25-083-22101-00-00,0,False,1986-01-31
25-083-22103-00-00,0,False,1986-01-31
25-083-22104-00-00,0,False,1986-01-31
25-083-22105-00-00,0,False,1986-01-31
25-083-22106-00-00,0,False,1986-01-31
25-083-22107-00-00,0,False,1986-01-31
25-083-22108-00-00,0,False,1986-01-31
25-083-22110-00-00,0,False,1997-08-31
25-083-22112-00-00,0,False,1986-01-31
25-083-22115-00-00,0,False,1986-01-31
25-083-22118-00-00,0,False,1986-01-31
25-083-22123-00-00,0,False,1998-06-30
25-083-22133-00-00,0,False,1986-01-31
25-083-22135-00-00,0,False,1986-01-31
25-083-22136-00-00,0,False,1986-01-31
25-083-22137-00-00,0,False,1986-01-31
25-083-22141-00-00,0,False,1986-01-31
25-083-22142-00-00,0,False,1986-12-31
25-083-22144-00-00,0,False,1987-10-31
25-083-22151-00-00,0,False,1987-10-31
25-083-22154-00-00,0,False,1988-01-31
25-083-22155-00-00,0,False,1988-09-30
25-083-22156-00-00,0,False,1989-09-30
25-083-22158-00-00,0,False,1990-06-30
25-083-22159-00-00,0,False,1991-03-31
25-083-22176-00-00,0,False,1991-07-31
25-083-22178-00-00,0,False,1992-02-29
25-083-22180-00-00,0,False,1993-02-28
25-083-22184-00-00,0,False,1992-11-30
25-083-22191-00-00,0,False,1993-04-30
25-083-22195-00-00,0,False,1995-06-30
25-083-22202-00-00,0,False,1995-02-28
25-083-22206-00-00,0,False,1995-06-30
25-083-22210-00-00,0,False,1996-03-31
25-083-22225-00-00,0,False,1997-03-31
25-083-22233-00-00,0,False,1997-05-31
25-083-22236-00-00,0,False,1997-10-31
25-083-22237-00-00,0,False,1997-10-31
25-083-22238-00-00,0,False,1998-12-31
25-083-22242-00-00,0,False,1999-03-31
25-083-22243-00-00,0,False,1999-11-30
25-083-22248-00-00,0,False,2000-02-29
25-083-22250-00-00,0,False,2000-03-31
25-083-22253-00-00,0,False,2000-06-30
25-083-22258-00-00,0,False,2000-10-31
25-083-22260-00-00,0,False,2000-11-30
25-083-22263-00-00,0,False,2001-01-31
25-083-22264-00-00,0,False,2001-03-31
25-083-22265-00-00,0,False,2001-07-31
25-083-22267-00-00,0,False,2001-04-30
25-083-22274-00-00,0,False,2001-08-31
25-083-22283-00-00,0,False,2001-05-31
25-083-22285-00-00,1,False,2001-07-31
25-083-22287-00-00,0,False,2001-07-31
25-083-22290-00-00,0,False,2001-08-31
25-083-22291-00-00,0,False,2001-09-30
25-083-22296-00-00,0,False,2001-11-30
25-083-22299-00-00,0,False,2002-03-31
25-083-22300-00-00,0,False,2001-12-31
25-083-22313-00-00,0,False,2002-03-31
25-083-22316-00-00,0,False,2002-02-28
25-083-22318-00-00,0,False,2002-09-30
25-083-22319-00-00,0,False,2002-07-31
25-083-22335-00-00,0,False,2002-07-31
25-083-22344-00-00,0,False,2002-06-30
25-083-22346-00-00,0,False,2002-09-30
25-083-22366-00-00,0,False,2003-05-31
25-083-22367-00-00,0,False,2004-10-31
25-083-22382-00-00,0,False,2003-02-28
25-083-22384-00-00,0,False,2003-01-31
25-083-22386-00-00,0,False,2003-03-31
25-083-22387-00-00,0,False,2003-08-31
25-083-22391-00-00,0,False,2004-11-30
25-083-22392-00-00,0,False,2003-09-30
25-083-22394-00-00,0,False,2003-08-31
25-083-22395-00-00,0,False,2003-09-30
25-083-22406-00-00,0,False,2003-08-31
25-083-22411-00-00,0,False,2004-04-30
25-083-22414-00-00,0,False,2003-12-31
25-083-22415-00-00,0,False,2004-01-31
25-083-22416-00-00,0,False,2004-08-31
25-083-22417-00-00,0,False,2003-12-31
25-083-22421-00-00,0,False,2004-04-30
25-083-22423-00-00,0,False,2004-04-30
25-083-22425-00-00,0,False,2004-01-31
25-083-22426-00-00,0,False,2006-05-31
25-083-22427-00-00,0,False,2004-06-30
25-083-22431-00-00,0,False,2003-12-31
25-083-22433-00-00,0,False,2004-06-30
25-083-22435-00-00,0,False,2004-09-30
25-083-22436-00-00,0,False,2005-04-30
25-083-22437-00-00,0,False,2004-10-31
25-083-22441-00-00,0,False,2004-03-31
25-083-22442-00-00,0,False,2005-10-31
25-083-22447-00-00,0,False,2004-08-31
25-083-22448-00-00,0,False,2004-05-31
25-083-22451-00-00,0,False,2005-12-31
25-083-22453-00-00,0,False,2004-04-30
25-083-22454-00-00,0,False,2004-04-30
25-083-22461-00-00,0,False,2004-12-31
25-083-22466-00-00,0,False,2004-11-30
25-083-22470-00-00,0,False,2006-04-30
25-083-22471-00-00,0,False,2007-02-28
25-083-22472-00-00,0,False,2005-12-31
25-083-22483-00-00,0,False,2005-07-31
25-083-22485-00-00,0,False,2004-07-31
25-083-22486-00-00,0,False,2005-06-30
25-083-22488-00-00,0,False,2005-08-31
25-083-22492-00-00,0,False,2004-03-31
25-083-22493-00-00,0,False,2005-04-30
25-083-22495-00-00,0,False,2004-05-31
25-083-22504-00-00,0,False,2004-06-30
25-083-22505-00-00,0,False,2004-09-30
25-083-22507-00-00,0,False,2004-12-31
25-083-22510-00-00,0,False,2004-08-31
25-083-22512-00-00,0,False,2004-06-30
25-083-22516-00-00,0,False,2004-07-31
25-083-22517-00-00,0,False,2004-06-30
25-083-22523-00-00,0,False,2004-08-31
25-083-22530-00-00,0,False,2005-11-30
25-083-22532-00-00,0,False,2004-07-31
25-083-22534-00-00,0,False,2004-09-30
25-083-22536-00-00,0,False,2004-10-31
25-083-22538-00-00,0,False,2004-08-31
25-083-22539-00-00,0,False,2004-10-31
25-083-22542-00-00,0,False,2004-10-31
25-083-22545-00-00,0,False,2007-03-31
25-083-22547-00-00,0,False,2005-08-31
25-083-22549-00-00,0,False,2004-10-31
25-083-22552-00-00,0,False,2005-07-31
25-083-22553-00-00,0,False,2005-01-31
25-083-22556-00-00,0,False,2005-03-31
25-083-22557-00-00,0,False,2004-12-31
25-083-22558-00-00,0,False,2005-06-30
25-083-22562-00-00,0,False,2005-01-31
25-083-22566-00-00,0,False,2005-05-31
25-083-22575-00-00,0,False,2005-01-31
25-083-22577-00-00,0,False,2005-01-31
25-083-22578-00-00,0,False,2005-08-31
25-083-22581-00-00,0,False,2005-01-31
25-083-22586-00-00,0,False,2005-02-28
25-083-22587-00-00,0,False,2005-04-30
25-083-22588-00-00,0,False,2005-02-28
25-083-22589-00-00,0,False,2005-07-31
25-083-22600-00-00,0,False,2005-04-30
25-083-22610-00-00,0,False,2005-04-30
25-083-22611-00-00,0,False,2005-07-31
